witness_ID;text_ID
Arnamagnæan Collection, Reykjavík : AM 586 4to;Hálfdanar saga Eysteinssonar (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 586 4to;Ásmundar saga kappabana (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 589 e 4to;Þorsteins þáttur bæjarmagns (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 589 e 4to;Egils saga einhenda og Ásmundar berserkjabana (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 589 e 4to;Hálfdanar saga Brönufóstra (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 589 f 4to;Sturlaugs saga starfsama (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 589 f 4to;Göngu-Hrólfs saga (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 657 c 4to;Eiríks saga víðförla (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 720 a 4to;Eiríks saga víðförla (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 123 8vo;Illuga saga Gríðarfóstra (fornaldarsögur)
Arnamagnæan Collection, Reykjavík : AM 123 8vo;Þorsteins þáttur bæjarmagns (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Frá Fornljóti og ættmönnum hans (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Eiríks saga víðförla (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Sörla þáttur (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Norna-Gests þáttur (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Helga þáttur Þórissonar (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 1005 fol. Flateyjarbók;Tóka þáttur Tókasonar (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Norna-Gests þáttur (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Hálfs saga og Hálfsrekka (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Göngu-Hrólfs saga (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Yngvars saga víðförla (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Eiríks saga víðförla (fornaldarsögur)
Árni Magnússon Institute for Icelandic Studies, Reykjavík : GKS 2845 4to;Hervarar saga og Heiðreks (fornaldarsögur)
Royal Library, Copenhagen : NKS 1824 b 4to;Völsunga saga (fornaldarsögur)
Royal Library, Copenhagen : NKS 1824 b 4to;Ragnars saga loðbrókar (fornaldarsögur)
Royal Library, Stockholm : Perg. 4to nr 18;Hrólfs saga Gautrekssonar (fornaldarsögur)
Royal Library, Stockholm : Perg. 4to nr 6;Þjalar-Jóns saga (fornaldarsögur)
